person_id,transaction_date,name,age,sex,education,has_children,has_property,has_car,ever_loan,loan_paid,annual_salary,invested_amount,personal_loan,mortgage,auto_loan,credit_card,overdraft,payroll_loan,student_loan,working_capital_loan
36254,2021-03-18,Jacob Silva,47,Male,Secondary,No,Yes,Yes,No,No,50k-80k,<1k,0,1,1,1,1,0,0,0
6753,2023-05-01,Arthur Lopez,71,Male,Secondary,Yes,Yes,No,Yes,No,50k-80k,<1k,1,0,1,1,0,0,0,0
9853,2022-02-27,Laura Taylor,19,Male,Bachelor,No,Yes,Yes,Yes,Yes,80k-120k,1k-10k,1,1,0,1,0,0,0,0
28926,2023-01-21,Noah Anderson,41,Female,Primary,Yes,No,Yes,No,No,<30k,1k-10k,0,0,0,0,0,0,0,0
13412,2020-08-20,Laura Rossi,58,Female,Bachelor,Yes,Yes,Yes,No,No,50k-80k,<1k,0,1,1,0,0,0,0,1
24,2022-04-22,Giulia Meyer,58,Female,Primary,No,Yes,No,No,No,<30k,1k-10k,0,0,1,1,1,0,0,0
64,2020-09-02,Laura Moreau,54,Female,Primary,No,Yes,Yes,Yes,Yes,<30k,<1k,0,1,0,1,1,0,0,0
1275,2022-10-19,Marco Rossi,19,Female,Primary,No,No,Yes,No,No,30k-50k,10k-50k,0,0,0,1,0,1,0,1
31202,2022-12-30,Alessandro Lefevre,34,Female,Primary,No,Yes,Yes,No,No,<30k,<1k,0,1,0,1,0,0,0,0
37473,2021-05-13,Marie Hall,71,Male,Secondary,Yes,Yes,Yes,Yes,Yes,30k-50k,<1k,1,1,0,1,0,0,0,0
9369,2020-06-24,Giulia Johnson,45,Female,Secondary,No,Yes,Yes,Yes,No,30k-50k,<1k,1,1,0,1,1,0,0,0
36491,2021-07-22,Charlie Walker,31,Female,Bachelor,Yes,Yes,Yes,No,No,80k-120k,<1k,1,1,1,1,0,0,0,1
25537,2023-12-12,Chiara Meyer,56,Female,Primary,Yes,Yes,No,Yes,Yes,30k-50k,<1k,0,1,0,0,1,1,0,0
11046,2023-07-29,Emily Costa,73,Female,Bachelor,No,No,Yes,Yes,Yes,50k-80k,1k-10k,0,1,0,1,0,1,0,0
17244,2021-11-09,Emily Silva,42,Male,Bachelor,No,Yes,Yes,Yes,Yes,80k-120k,<1k,1,1,1,1,0,1,0,0
37520,2022-10-31,Giovanni Costa,62,Male,Secondary,Yes,Yes,Yes,No,No,50k-80k,<1k,1,1,0,1,1,1,0,1
12719,2021-04-01,Isabella Costa,28,Female,Secondary,No,Yes,Yes,Yes,No,30k-50k,10k-50k,1,1,1,0,0,0,0,0
22926,2021-02-24,Francesco White,33,Male,Bachelor,Yes,No,Yes,No,No,50k-80k,10k-50k,0,0,0,1,1,1,0,1
24085,2021-03-12,Luca Rossi,24,Female,Secondary,Yes,Yes,Yes,No,No,30k-50k,<1k,0,1,0,1,0,0,0,0
682,2021-03-31,Jack Costa,28,Male,Primary,No,Yes,Yes,Yes,Yes,30k-50k,<1k,1,0,0,0,0,0,0,0
5123,2021-07-03,Olivia Bianchi,70,Female,Postgraduate,No,No,Yes,No,No,80k-120k,1k-10k,1,1,1,1,1,0,0,0
16035,2020-04-18,Louis Dupont,19,Female,Postgraduate,Yes,Yes,Yes,No,No,80k-120k,<1k,1,1,1,1,0,0,0,0
13199,2022-07-20,Mia Hall,48,Male,Primary,Yes,No,Yes,Yes,Yes,<30k,<1k,1,0,0,1,0,0,0,0
7901,2023-04-29,Laura Johnson,55,Male,Primary,Yes,Yes,Yes,No,No,<30k,>50k,0,1,0,1,1,0,0,0
20795,2022-01-23,Giovanni Costa,18,Female,Bachelor,No,Yes,Yes,Yes,Yes,50k-80k,<1k,1,1,1,1,0,0,0,0
17211,2021-04-26,Harry Thompson,68,Male,Secondary,No,Yes,Yes,No,No,30k-50k,1k-10k,0,1,0,0,0,0,0,1
32642,2021-04-16,James Moreau,49,Male,Secondary,No,Yes,Yes,Yes,Yes,50k-80k,10k-50k,1,1,1,1,0,0,0,1
8074,2022-02-23,Marco Lefevre,57,Male,Postgraduate,No,Yes,No,Yes,No,80k-120k,<1k,1,1,1,0,0,0,1,1
6358,2020-06-28,Amelia Costa,26,Female,Bachelor,No,Yes,No,Yes,Yes,50k-80k,<1k,1,1,0,1,0,1,0,1
27665,2022-04-13,Isabella Pereira,57,Female,Secondary,No,Yes,No,No,No,50k-80k,<1k,1,1,0,1,0,0,0,0
35930,2023-06-09,Charlie Santos,51,Female,Bachelor,Yes,No,No,No,No,80k-120k,<1k,0,1,1,0,0,0,0,0
15663,2021-01-16,Isabella Silva,57,Male,Primary,Yes,No,Yes,No,No,30k-50k,1k-10k,0,1,0,0,1,0,0,0
31351,2022-12-07,Marco Rossi,24,Female,Secondary,Yes,Yes,No,No,No,50k-80k,<1k,1,1,1,1,0,0,0,0
16067,2020-04-10,Jacob Thompson,74,Female,Bachelor,No,Yes,No,Yes,Yes,50k-80k,10k-50k,0,0,0,0,0,0,0,1
23206,2023-04-19,Lucas Müller,49,Male,Primary,No,No,Yes,No,No,30k-50k,<1k,1,0,0,0,0,0,0,0
28540,2021-09-04,Charlotte Gallo,54,Female,Bachelor,Yes,Yes,No,No,No,80k-120k,1k-10k,1,1,1,1,1,0,1,1
22740,2021-01-07,Jacob Conti,41,Female,Primary,Yes,Yes,No,No,No,30k-50k,<1k,0,0,0,1,1,0,0,0
34665,2023-01-25,Grace Weber,70,Male,Bachelor,No,No,Yes,No,No,50k-80k,>50k,0,1,1,1,0,0,0,1
1507,2023-08-10,Laura Gallo,29,Female,Secondary,Yes,Yes,No,No,No,50k-80k,1k-10k,1,1,1,0,0,0,0,0
2037,2020-06-20,Amelia Müller,66,Female,Bachelor,Yes,No,No,Yes,Yes,80k-120k,1k-10k,1,0,1,1,1,0,0,1
18790,2022-01-16,Louis Silva,65,Female,Bachelor,Yes,Yes,No,No,No,80k-120k,1k-10k,1,1,1,1,0,0,0,0
23050,2021-01-18,Marco Costa,60,Male,Bachelor,No,Yes,No,Yes,Yes,80k-120k,10k-50k,1,1,1,0,0,0,0,1
37591,2022-09-26,Paul Dupont,66,Female,Bachelor,No,Yes,No,No,No,50k-80k,1k-10k,0,1,1,1,0,0,0,0
32006,2022-10-22,Andrea Walker,44,Male,Secondary,No,Yes,Yes,Yes,Yes,30k-50k,10k-50k,1,1,0,0,0,0,0,0
2207,2020-08-12,Jack Fernandez,40,Female,Bachelor,Yes,No,No,No,No,80k-120k,1k-10k,0,1,1,1,0,1,0,0
27674,2022-10-04,Emily Schmidt,51,Male,Postgraduate,No,No,Yes,Yes,Yes,80k-120k,10k-50k,1,1,1,1,0,0,0,1
10020,2022-01-08,Luca Gallo,73,Female,Secondary,No,No,Yes,No,No,50k-80k,10k-50k,1,0,1,1,0,0,0,0
2093,2020-06-17,Grace White,24,Male,Primary,No,Yes,No,Yes,Yes,30k-50k,10k-50k,0,0,1,0,0,0,0,1
24601,2020-08-10,Sofia Silva,62,Female,Bachelor,Yes,No,No,No,No,80k-120k,<1k,0,1,1,0,1,0,0,0
30104,2020-04-25,Emily Walker,21,Male,Bachelor,Yes,No,Yes,No,No,50k-80k,<1k,1,1,0,0,0,1,0,0
219,2021-01-07,Eva Meyer,18,Female,Secondary,Yes,Yes,Yes,No,No,30k-50k,<1k,1,1,0,0,1,0,0,0
9665,2023-06-24,Grace Lopez,34,Female,Secondary,Yes,No,No,No,No,30k-50k,<1k,1,1,1,0,0,0,0,0
33885,2020-10-14,Paul Bernard,57,Female,Bachelor,Yes,Yes,Yes,No,No,50k-80k,10k-50k,0,1,0,0,1,0,0,1
4397,2023-04-21,Marie Bianchi,52,Female,Primary,Yes,No,Yes,Yes,Yes,30k-50k,10k-50k,1,1,0,0,0,0,0,0
26302,2023-04-28,Clara Meyer,51,Male,Bachelor,Yes,Yes,Yes,No,No,80k-120k,1k-10k,1,0,1,1,0,0,0,1
3063,2021-05-22,Lily Walker,64,Male,Primary,Yes,No,Yes,No,No,<30k,<1k,0,0,0,1,0,0,0,0
19934,2021-10-10,Amelia Fischer,57,Male,Primary,Yes,Yes,Yes,No,No,<30k,<1k,1,1,0,0,1,1,0,0
26209,2022-01-22,Giulia Costa,36,Male,Secondary,No,Yes,Yes,Yes,Yes,30k-50k,1k-10k,1,1,0,1,0,0,0,0
14114,2021-11-12,Paolo Ricci,27,Female,Postgraduate,Yes,No,Yes,No,No,>120k,10k-50k,0,1,0,0,0,0,0,1
37006,2023-01-27,Charlotte Moreau,29,Female,Postgraduate,No,Yes,No,No,No,80k-120k,10k-50k,1,1,1,0,0,0,0,0
16282,2022-01-13,Andrea Martinez,57,Male,Secondary,No,Yes,No,No,No,50k-80k,>50k,1,1,1,0,0,0,0,1
11249,2022-02-09,Sofia Meyer,34,Male,Postgraduate,Yes,No,No,No,No,80k-120k,<1k,1,1,1,1,0,0,0,0
38045,2020-05-30,Sophia Brown,30,Male,Secondary,No,No,Yes,Yes,Yes,50k-80k,<1k,1,0,0,1,0,1,0,1
9069,2021-11-16,Alessandro Fischer,39,Male,Primary,No,Yes,Yes,No,No,30k-50k,10k-50k,0,1,0,0,0,1,1,1
2188,2021-08-03,Jack Pereira,66,Female,Primary,Yes,Yes,No,No,No,30k-50k,<1k,1,1,0,0,1,0,0,0
38805,2020-01-16,Freya Bianchi,45,Male,Primary,Yes,Yes,No,Yes,Yes,30k-50k,1k-10k,0,0,1,0,0,0,1,0
15398,2020-07-14,Martina Bianchi,61,Male,Secondary,Yes,No,No,Yes,Yes,50k-80k,>50k,1,1,1,0,0,0,0,1
33377,2021-09-05,Marco Johnson,71,Female,Secondary,No,Yes,Yes,No,No,50k-80k,10k-50k,0,1,1,1,0,1,0,0
70,2022-04-29,Hugo Meyer,41,Male,Postgraduate,Yes,Yes,Yes,No,No,80k-120k,10k-50k,1,1,1,0,1,0,0,1
2748,2021-03-09,Eva White,39,Male,Bachelor,Yes,No,No,No,No,80k-120k,<1k,1,1,1,1,1,0,0,0
33467,2022-04-19,Francesco Lefevre,73,Male,Primary,No,Yes,Yes,No,No,<30k,10k-50k,0,0,0,1,0,0,0,0
33884,2023-07-18,Andrea Johnson,67,Male,Primary,No,No,No,No,No,<30k,<1k,0,0,0,0,0,0,0,0
14665,2021-08-30,Hugo Dubois,34,Female,Secondary,No,Yes,Yes,No,No,30k-50k,1k-10k,0,1,0,0,0,0,0,0
4309,2022-09-02,Marco Anderson,30,Male,Bachelor,Yes,No,Yes,No,No,50k-80k,1k-10k,0,1,1,1,0,0,1,1
3914,2023-06-22,Freya Smith,33,Female,Bachelor,No,Yes,No,Yes,Yes,80k-120k,1k-10k,1,1,0,0,1,0,0,0
4407,2021-06-27,George Meyer,38,Female,Primary,No,No,Yes,No,No,<30k,10k-50k,0,0,0,0,0,0,0,0
32541,2023-05-16,Jules Costa,42,Male,Postgraduate,Yes,No,No,No,No,80k-120k,10k-50k,1,0,1,0,0,0,0,0
4816,2023-01-26,Jack Schmidt,30,Male,Primary,Yes,Yes,No,No,No,<30k,<1k,1,1,1,0,0,0,0,0
11632,2021-04-15,Giovanni White,25,Female,Primary,No,Yes,No,Yes,Yes,<30k,<1k,1,1,1,1,1,0,0,0
23414,2021-02-03,Martina Garcia,33,Female,Bachelor,No,No,Yes,No,No,50k-80k,<1k,0,1,0,1,0,0,0,0
12576,2021-09-14,Sofia Dubois,61,Male,Bachelor,Yes,No,Yes,No,No,80k-120k,<1k,1,0,0,1,0,0,0,0
5900,2021-11-14,Harry Rossi,25,Male,Postgraduate,Yes,Yes,No,No,No,80k-120k,<1k,0,1,0,1,1,1,0,0
7832,2020-01-04,Marie Taylor,53,Female,Primary,No,Yes,Yes,Yes,Yes,<30k,10k-50k,0,1,0,0,0,1,0,1
36980,2021-11-17,Paul Ricci,40,Male,Primary,Yes,Yes,No,Yes,Yes,30k-50k,1k-10k,1,1,0,0,0,0,0,1
9642,2022-12-20,George Müller,68,Male,Secondary,No,Yes,Yes,Yes,Yes,30k-50k,1k-10k,0,1,0,1,1,0,1,0
30401,2023-05-03,Jack Rossi,19,Female,Primary,Yes,Yes,Yes,No,No,<30k,10k-50k,0,1,0,1,1,0,0,0
13227,2022-07-30,Louise Lefevre,59,Male,Bachelor,Yes,Yes,No,No,No,50k-80k,<1k,0,1,1,1,0,0,0,0
2039,2021-04-20,Alessandro Dubois,42,Female,Secondary,Yes,No,Yes,Yes,Yes,30k-50k,1k-10k,1,0,0,0,1,0,0,0
10538,2021-03-18,Sofia Dupont,18,Female,Secondary,No,Yes,Yes,Yes,Yes,30k-50k,>50k,0,1,0,1,1,1,0,0
13046,2021-09-08,Luca Müller,63,Male,Bachelor,Yes,Yes,Yes,No,No,50k-80k,1k-10k,1,1,0,1,0,0,0,1
7670,2020-01-02,Louis Gallo,51,Male,Secondary,No,No,Yes,No,No,30k-50k,10k-50k,1,0,0,0,0,0,0,1
21789,2020-04-13,Elena Thompson,21,Female,Bachelor,Yes,No,Yes,No,No,80k-120k,<1k,0,1,1,1,0,0,0,0
12674,2020-11-18,Mia Silva,25,Male,Secondary,Yes,No,Yes,Yes,Yes,30k-50k,10k-50k,0,0,0,1,1,1,0,0
17910,2021-03-28,Lily Silva,35,Female,Secondary,No,Yes,Yes,No,No,30k-50k,<1k,0,1,1,1,1,0,0,0
22143,2023-03-12,Eva Lefevre,62,Female,Primary,Yes,No,No,Yes,Yes,<30k,1k-10k,0,0,0,1,0,0,0,1
18624,2022-08-20,Anna Santos,56,Male,Secondary,No,Yes,Yes,No,No,50k-80k,<1k,0,1,1,1,0,0,0,0
29480,2022-11-15,Hugo White,60,Male,Bachelor,No,Yes,Yes,No,No,80k-120k,<1k,1,1,1,1,0,0,0,1
16563,2020-02-15,Francesco Johnson,36,Female,Bachelor,Yes,No,No,No,No,80k-120k,<1k,1,1,1,1,0,0,0,1
17916,2020-01-23,Grace Thompson,72,Female,Secondary,No,No,No,No,No,30k-50k,1k-10k,0,1,0,1,0,0,0,0
36791,2023-03-12,Olivia Walker,35,Male,Primary,Yes,Yes,Yes,No,No,30k-50k,<1k,1,0,0,1,0,1,0,0
16049,2023-07-19,Harry Brown,56,Female,Bachelor,Yes,No,Yes,No,No,50k-80k,<1k,0,1,1,1,0,0,0,0
4790,2020-01-09,Paul Wagner,30,Female,Postgraduate,Yes,No,Yes,Yes,Yes,>120k,<1k,1,1,1,0,1,0,0,0
35934,2021-08-04,Harry Conti,33,Male,Primary,No,Yes,Yes,No,No,30k-50k,1k-10k,0,0,0,1,0,0,0,0
12018,2020-05-20,Charlotte Bianchi,29,Female,Secondary,No,Yes,No,Yes,Yes,50k-80k,>50k,1,1,1,1,0,1,0,1
27029,2023-02-02,Hugo Smith,39,Female,Secondary,No,No,Yes,Yes,Yes,50k-80k,<1k,1,1,0,0,1,1,0,1
4939,2020-12-09,Hugo Martinez,73,Male,Bachelor,No,Yes,No,No,No,50k-80k,10k-50k,0,1,1,1,1,0,0,1
13261,2020-03-02,Olivia Anderson,73,Male,Secondary,Yes,Yes,Yes,Yes,No,30k-50k,1k-10k,0,1,0,0,1,0,0,0
35395,2021-12-02,Elena Johnson,62,Male,Postgraduate,Yes,Yes,No,No,No,>120k,<1k,1,1,1,1,0,0,0,0
27792,2021-03-17,Oliver Dubois,40,Male,Secondary,No,Yes,Yes,Yes,No,50k-80k,1k-10k,1,1,0,1,0,1,0,0
538,2021-12-18,Sophia Rossi,74,Male,Primary,No,Yes,No,No,No,30k-50k,<1k,0,1,1,1,0,0,0,0
16334,2020-06-21,Mia Costa,53,Female,Primary,Yes,Yes,No,Yes,Yes,<30k,<1k,0,0,0,0,0,1,0,0
2917,2021-05-07,Thomas Dupont,38,Male,Primary,No,Yes,No,No,No,30k-50k,1k-10k,1,0,1,1,0,0,0,0
26714,2022-04-12,Harry Brown,40,Male,Primary,Yes,No,Yes,No,No,30k-50k,<1k,1,1,0,1,1,0,0,0
24981,2022-07-13,Amelia Fernandez,27,Male,Secondary,Yes,No,No,Yes,No,50k-80k,1k-10k,0,0,1,0,1,0,0,0
26812,2021-01-15,Giovanni Garcia,27,Male,Bachelor,No,No,No,Yes,Yes,50k-80k,<1k,1,0,1,1,0,0,0,0
32553,2023-05-15,Amelia Costa,69,Male,Bachelor,Yes,Yes,Yes,Yes,Yes,80k-120k,1k-10k,1,1,1,1,0,1,0,0
37837,2020-05-29,Thomas Fischer,54,Female,Bachelor,No,Yes,Yes,Yes,No,50k-80k,1k-10k,1,1,1,1,0,0,0,0
32077,2022-12-16,Anna Costa,45,Female,Postgraduate,No,No,No,Yes,Yes,>120k,<1k,0,0,1,1,0,0,0,1
28070,2021-12-21,Anna Johnson,71,Male,Postgraduate,No,Yes,Yes,No,No,>120k,10k-50k,1,1,1,1,0,0,0,1
5178,2022-11-03,Giovanni Lefevre,57,Female,Bachelor,No,No,Yes,No,No,50k-80k,10k-50k,1,1,1,1,0,0,0,1
19760,2022-07-02,Louise Müller,65,Male,Postgraduate,No,Yes,Yes,Yes,Yes,80k-120k,1k-10k,1,1,1,1,0,1,0,1
19776,2023-10-16,Hugo Lefevre,34,Female,Secondary,Yes,Yes,No,No,No,30k-50k,<1k,1,1,0,1,0,0,0,0
3888,2023-03-21,Isabella Costa,28,Male,Primary,Yes,Yes,No,No,No,30k-50k,<1k,1,1,1,0,0,0,0,0
11083,2023-04-19,Louis Taylor,48,Male,Secondary,Yes,No,Yes,Yes,Yes,30k-50k,1k-10k,1,1,0,1,1,0,0,0
37722,2021-12-24,Mia Wagner,40,Female,Secondary,Yes,Yes,No,No,No,30k-50k,>50k,1,0,1,0,0,1,0,0
35689,2020-10-24,Louis Garcia,18,Female,Secondary,Yes,No,Yes,Yes,No,50k-80k,1k-10k,0,0,0,1,0,0,0,0
22081,2022-05-19,Arthur White,32,Male,Bachelor,Yes,No,No,No,No,80k-120k,<1k,1,1,0,1,0,0,0,1
30944,2021-07-16,Martina Bernard,30,Male,Bachelor,No,No,No,Yes,Yes,80k-120k,<1k,1,1,0,0,0,1,0,0
33517,2023-03-08,Sofia Ricci,55,Female,Secondary,Yes,Yes,Yes,Yes,Yes,30k-50k,10k-50k,0,1,0,0,0,1,0,0
35578,2022-01-15,Laura Santos,48,Female,Postgraduate,Yes,Yes,Yes,No,No,>120k,<1k,1,1,1,1,1,0,0,1
29633,2021-06-20,Chiara Thompson,69,Male,Primary,No,Yes,Yes,Yes,Yes,<30k,<1k,1,0,0,1,0,0,0,0
32564,2022-07-10,Elena Thompson,57,Male,Secondary,Yes,No,Yes,Yes,Yes,50k-80k,10k-50k,1,1,0,1,0,1,0,0
7358,2021-12-08,Charlie Anderson,57,Male,Bachelor,No,No,Yes,Yes,No,50k-80k,<1k,1,1,0,0,0,0,0,1
13710,2023-07-26,Eva Taylor,33,Female,Primary,Yes,Yes,Yes,Yes,Yes,30k-50k,<1k,1,1,0,1,0,1,0,0
29801,2021-12-01,Alessandro Johnson,53,Female,Secondary,Yes,Yes,Yes,Yes,No,30k-50k,<1k,1,0,1,0,1,0,0,0
24210,2023-11-03,Elena Bianchi,63,Female,Secondary,No,Yes,Yes,No,No,30k-50k,1k-10k,0,1,0,1,0,0,0,0
9689,2020-12-30,Camille Lopez,40,Female,Secondary,Yes,Yes,Yes,Yes,No,30k-50k,<1k,0,1,0,1,1,0,0,0
38244,2023-08-28,Camille Müller,49,Male,Secondary,No,Yes,No,Yes,Yes,30k-50k,1k-10k,1,1,0,0,0,0,1,0
25233,2020-01-31,Laura Meyer,74,Male,Postgraduate,No,No,Yes,Yes,No,80k-120k,1k-10k,1,0,1,1,1,0,0,1
5073,2020-07-19,Giovanni Lefevre,61,Male,Primary,Yes,Yes,No,Yes,Yes,30k-50k,<1k,1,1,0,1,0,1,0,0
1674,2023-01-23,Mia Hall,67,Male,Primary,No,No,No,Yes,No,30k-50k,<1k,1,0,1,1,0,1,0,0
19536,2023-01-31,George Walker,44,Male,Secondary,No,No,Yes,No,No,50k-80k,1k-10k,0,1,0,1,0,0,0,0
25314,2023-07-12,Oliver Silva,52,Male,Secondary,Yes,Yes,Yes,Yes,Yes,50k-80k,10k-50k,1,1,1,0,0,0,0,0
14103,2022-07-09,Andrea Taylor,31,Female,Secondary,Yes,No,Yes,Yes,Yes,50k-80k,<1k,1,0,0,0,0,0,0,0
35471,2023-09-15,Jules Bernard,42,Female,Bachelor,No,Yes,No,Yes,Yes,80k-120k,<1k,0,1,0,1,0,1,0,1
6819,2022-02-06,Louise Fernandez,57,Male,Secondary,No,Yes,No,Yes,No,30k-50k,1k-10k,0,0,1,0,0,0,0,0
31567,2020-09-29,Elena Conti,41,Male,Primary,Yes,No,Yes,No,No,30k-50k,<1k,0,0,0,1,0,0,0,0
31659,2023-08-15,Oliver Weber,57,Female,Secondary,No,Yes,Yes,No,No,30k-50k,1k-10k,1,1,0,0,0,0,0,0
36248,2021-06-13,Francesco Martinez,34,Female,Secondary,Yes,Yes,Yes,Yes,Yes,50k-80k,1k-10k,1,1,1,0,0,1,0,0
33831,2023-05-12,Harry Rossi,35,Female,Bachelor,Yes,No,No,Yes,Yes,50k-80k,10k-50k,0,0,1,1,0,0,0,1
17097,2021-04-03,George Hall,62,Female,Secondary,No,Yes,Yes,No,No,50k-80k,<1k,0,1,1,0,0,1,0,0
24609,2023-07-10,Isabella Schmidt,56,Male,Postgraduate,Yes,Yes,Yes,No,No,80k-120k,1k-10k,0,1,1,1,1,0,0,0
39714,2022-10-12,Matteo Costa,72,Female,Bachelor,Yes,No,Yes,No,No,80k-120k,1k-10k,0,1,1,1,0,0,0,0
25656,2023-03-11,Sophia Gallo,52,Male,Secondary,Yes,No,Yes,Yes,Yes,30k-50k,<1k,1,0,0,1,0,0,0,0
15661,2021-07-01,Oliver Dubois,71,Male,Secondary,Yes,No,No,Yes,Yes,30k-50k,1k-10k,0,0,0,1,0,1,0,0
39670,2022-05-27,Chiara Meyer,38,Female,Bachelor,No,Yes,No,No,No,80k-120k,1k-10k,1,1,1,1,0,0,0,1
18880,2022-09-18,Luca Smith,67,Female,Postgraduate,No,No,Yes,No,No,80k-120k,<1k,1,1,0,1,0,0,0,1
27862,2021-12-11,Mia Dupont,39,Female,Secondary,Yes,Yes,Yes,Yes,Yes,50k-80k,1k-10k,1,1,1,0,0,1,0,0
15746,2021-08-21,Jules Lefevre,59,Female,Secondary,No,No,Yes,No,No,50k-80k,<1k,1,0,1,0,0,0,0,1
17580,2020-11-05,Harry Silva,34,Male,Secondary,Yes,Yes,No,Yes,Yes,30k-50k,1k-10k,1,1,0,1,0,0,0,0
37850,2020-06-20,Mia Bianchi,59,Female,Primary,Yes,No,No,No,No,<30k,10k-50k,0,0,0,1,0,0,0,0
2900,2021-09-02,Oliver Dupont,50,Female,Primary,No,No,No,Yes,Yes,<30k,10k-50k,0,0,0,0,0,0,0,1
19625,2020-08-27,Elena Wagner,27,Female,Primary,No,No,Yes,Yes,No,<30k,<1k,0,1,0,0,0,0,0,0
9039,2023-04-25,Freya Dubois,18,Male,Postgraduate,No,No,Yes,Yes,Yes,80k-120k,<1k,1,1,1,0,0,0,0,1
37015,2023-05-05,Harry Meyer,37,Female,Secondary,Yes,No,Yes,No,No,50k-80k,1k-10k,0,1,1,1,0,0,0,0
37957,2022-04-28,Luca Hall,69,Male,Primary,No,No,No,Yes,Yes,30k-50k,<1k,1,0,0,1,0,0,0,0
32802,2022-03-02,Arthur Costa,39,Male,Bachelor,Yes,No,Yes,Yes,Yes,80k-120k,<1k,1,1,0,0,0,0,0,1
37528,2022-05-28,Marco Bianchi,67,Female,Bachelor,No,No,Yes,No,No,50k-80k,<1k,0,1,1,0,0,0,0,0
39322,2021-06-20,Oliver White,50,Female,Secondary,Yes,No,Yes,Yes,Yes,30k-50k,1k-10k,0,1,0,1,1,1,0,0
26184,2022-11-02,Louis Costa,39,Female,Bachelor,No,Yes,No,Yes,No,50k-80k,>50k,0,1,1,1,0,1,0,1
18440,2023-01-24,Amelia Wagner,52,Female,Bachelor,Yes,No,No,Yes,Yes,50k-80k,<1k,1,1,1,1,0,1,0,0
19306,2021-08-04,Giulia Conti,29,Female,Primary,Yes,No,No,No,No,30k-50k,10k-50k,0,1,1,0,0,0,0,0
15480,2023-08-15,Charlotte Costa,71,Female,Secondary,Yes,Yes,Yes,Yes,No,30k-50k,<1k,0,1,1,1,1,0,0,1
15814,2021-04-12,Louis Pereira,44,Male,Bachelor,Yes,Yes,No,No,No,50k-80k,<1k,0,1,1,0,1,0,0,0
7915,2021-03-21,Freya Brown,37,Female,Secondary,Yes,Yes,No,No,No,30k-50k,1k-10k,0,1,0,1,1,0,0,1
3362,2021-08-21,Sofia Lefevre,41,Male,Secondary,No,No,Yes,No,No,50k-80k,1k-10k,0,0,0,1,1,0,0,1
29364,2023-07-12,Emily Dubois,21,Male,Secondary,No,No,Yes,Yes,Yes,50k-80k,1k-10k,1,1,1,1,0,0,0,0
1964,2022-09-20,Eva Weber,32,Male,Postgraduate,Yes,No,No,No,No,80k-120k,<1k,1,1,1,1,0,0,0,0
35163,2020-05-24,Louise White,18,Female,Bachelor,Yes,No,No,Yes,No,50k-80k,<1k,1,0,1,1,0,0,0,0
8530,2020-12-10,Chiara White,20,Male,Bachelor,Yes,No,Yes,No,No,50k-80k,<1k,1,0,1,1,1,0,0,0
21401,2023-04-02,Elena Weber,36,Male,Primary,No,Yes,Yes,Yes,Yes,30k-50k,<1k,1,0,0,0,1,0,0,0
39945,2022-08-29,Emily Thompson,27,Male,Secondary,Yes,Yes,No,No,No,50k-80k,1k-10k,1,1,1,1,1,0,0,0
8645,2022-06-02,Sophia Martinez,40,Female,Postgraduate,Yes,No,Yes,Yes,Yes,>120k,1k-10k,0,1,1,1,1,1,0,1
6771,2023-02-12,Camille Wagner,62,Male,Bachelor,No,No,No,No,No,50k-80k,<1k,0,0,0,1,0,0,0,0
15063,2022-02-07,Lily Fischer,72,Female,Postgraduate,Yes,No,Yes,No,No,>120k,10k-50k,0,1,1,1,0,0,0,1
388,2022-10-19,Sofia Dupont,69,Female,Secondary,No,Yes,No,No,No,30k-50k,1k-10k,1,1,1,1,0,1,0,0
33631,2020-12-11,Jacob Schmidt,57,Male,Postgraduate,No,Yes,Yes,Yes,Yes,80k-120k,<1k,1,1,1,1,0,0,0,0
36652,2023-01-14,Arthur Silva,42,Female,Bachelor,Yes,Yes,Yes,No,No,80k-120k,<1k,1,1,0,0,0,0,0,0
12655,2021-04-30,Francesco Moreau,48,Female,Primary,Yes,No,No,No,No,<30k,<1k,0,0,1,1,0,1,0,0
20241,2023-06-27,Camille Garcia,67,Female,Postgraduate,Yes,Yes,Yes,No,No,80k-120k,10k-50k,1,1,0,0,0,0,0,1
10365,2020-09-08,Andrea Meyer,52,Female,Bachelor,Yes,Yes,Yes,No,No,80k-120k,<1k,1,1,1,1,0,0,0,0
39187,2020-04-08,Emily Martinez,59,Female,Secondary,No,Yes,No,Yes,Yes,50k-80k,1k-10k,1,0,0,1,1,0,0,0
17296,2021-11-15,Oliver Bernard,31,Male,Primary,Yes,Yes,Yes,No,No,30k-50k,10k-50k,0,0,0,0,0,0,0,1
18237,2021-04-21,Luca Thompson,53,Male,Bachelor,No,No,Yes,Yes,Yes,50k-80k,10k-50k,1,1,0,1,1,0,0,1
25099,2021-01-31,Oliver Fischer,67,Female,Primary,No,No,Yes,No,No,30k-50k,<1k,0,0,0,1,0,0,0,0
9858,2020-01-02,Elena Weber,18,Female,Secondary,No,Yes,No,No,No,50k-80k,10k-50k,0,1,1,1,0,0,0,1
33797,2020-10-04,Marie Dupont,39,Male,Bachelor,Yes,No,No,Yes,Yes,80k-120k,1k-10k,0,1,1,0,0,0,0,1
12771,2022-12-22,Camille Ricci,46,Female,Bachelor,No,No,No,No,No,50k-80k,10k-50k,0,1,1,0,0,0,0,1
